Question,Answer
i want to view my details report,navigate to the attendance section and choose the custom report tab to view your custom report
i want to view my yearly report,navigate to the attendance section and choose the yearly report tab to view your yearly report
i want to view my employees facial recognition report,navigate to the attendance section and choose the facial recognition report tab to view your facial recognition report
i want to view my employees spoofed images,while in the facial recognition report tab choose the show spoofed imaged button to view employees with spoofed images
i want to view employees with mocked locations,while viewing the facial recognition report tab choose the show mocked location button to view employees with mocked locations
i want to export my facial recognition report,while viewing the facial recognition report tab choose the export report button
i want to create a new recruitment process,navigate to the ATS section and select the recruitment process tab then press new
i want to edit a recruitment process,navigate to the ATS section then choose the recruitment process and press the edit button for the desired recruitment process
i want to copy recruitment process,navigate to the ATS section and choose the recruitment process tab then press the copy button for the desired recruitment process
i want to delete a recruitment process,navigate to the ATS section and choose the recruitment process tab and press the delete button for the desired recruitment process
i want to create a new intake form,navigate to the ATS section and choose the intake form tab and press the add new button
i want to edit an intake form,navigate  to the ATS section and choose te intake form tab then press the edit button for the desired intake form
i want to copy an intake form,navigate to the ATS section and press the intake forms tab then press the copy  button for the desired intake form
i want to delete an intake form,navigate to the ATS section and choose the intake form tab then press the delete button for the desired intake form
i want to activate an intake from,navigate to the ATS section and choose the intake forms tab then toggle the activity toggle for the desired intake form
i want to deactivate an intake form,navigate to the ATS section and choose intake forms tab then use the toggle activity toggle for the desired intake form
i want to create a new job post,navigate ot the ATS section and select job posts tba then press add new button and fill in the required details
i want to edit a job post,navigate to the TS section and choose the job post tab then press the edit button for the desired job post
i want to share a job post,navigate to the ATS section and press the job posts tab then press share link button to copy the link to clip board
i want to delete a job post,Navigate to the ATS section and press the jobs posts tab then press the delete button for the desired job post
i want to add new applicants for a specific job post,"while in the job posts tab, navigate and press the desired job post then press add new button and fill the applicants data"
i want to change an applicants status from inside the job post,while in the job post tab navigate and press the desired job post then choose the desired status for the desired applicant
where is the job posts tab ?,its located in the ATS section
where is the recruitment process tab ?,its located under the ATS section
where is the intake forms tab ?,its located under the ATS section
where is the employee tab ?,its located under the employees section
where is the work groups tab ?,its located under the employees section
where is the work teams tab ?,its located under the employees section
where is the employee actions tab,its located under the employees section
where is the employee documents ?,its located under the employees section
where is the requests tab ?,its located under the requests section
where is the loan requests tab ?,its located under the requests section
where is the claims tab ?,its located under the claims section
where is the requests approval rules tab?,its located under the requests section
where is the approval rules tab?,its located under the requests section
where is the work calendar tab?,its located under the attendance section
where is the attendance history tab ?,its located under the attendance section
where is te penalties tab ?,its located under the attendance section
where is the assignments tab ?,its located under the attendance section
where is the monthly report tab ?,its located under the attendance section
where is the custom report tab ?,its located under the attendance section
where is the yearly report tab ?,its located under the attendance section
where is the facial recognition tab ?,its located under the attendance section
where is the leave adjustments tab ?,its located under the attendance section
where is the payroll tab ?,its located under the financials section
where is the bonus tab ?,its located under the financials section
where is the deductions section?,its located under the financials section
where is the deductions policy tab ?,its located under the financials section
where is the loans tab ?,its located under the financials section
where is the expenses tab ?,its located under the financials section
where is the recruitment process tab ?,its located under the ATS section
what is the ATS ?,it refers  to Applicants Tracking System
where is the intake forms tab ?,its located under the ats section
where is the job posts tab ?,its located under the ats section
where is the applicants tab ?,its located under the ats section
where is the offices and workplaces tab ?,its located under the settings section
where is the departments tab ?,its located under the settings section
where is the positions tab ?,its located under the settings section
where is the work timings tab ?,its located under the settings section
where is the leave and breaks profiles tab ?,its located under the settings section
where is the attendance profiles tab ?,its located under the settings section
where is the holidays tab?,its located under the settings section
where is the documents tab ?,its located under the settings section
where is the expense categories tab ?,its located under the settings section
where is the access levels tab ?,its located under the settings section
where is the announcements tab?,its located under the settings section
i want to create a new announcement,navigate to the settings sections and choose the announcements tab then press add new button and fill in the required details
i want to create a new documents,navigate to the settings section and choose the documents tab then choose the desired documents and follow on screen prompts
i want to create an access level,navigate to the settings section and choose the access levels tab then press add new and fill in the required details
i want to edit documents,navigate and select the settings sections then choose and edit the desired document
i want to delete a document,navigate and select the settings section and choose the documents tab then press the delete button for the desired documents
i want to edit an access level,navigate to the settings section and choose the access levels tab then press the edit button for the desired access level
i want to delete an access level,navigate to the settings section and choose the access levels tab then press the delete button for the desired access level
i want to  view my notifications,on your main screen navigate and press the show notifications button
i want to change my account settings,navigate and press the settings button then change the desired settings
i want to change the taxes for an employee,navigate and select the financials section and choose the payroll tab then press the edit button for the taxes for the desired employee
i want to view my monthly paid employees,while viewing the payroll tab choose the monthly sub-tab
i want to view my weekly paid employees,while viewing the payroll tab navigate and press the weekly sub-tab
i want to create a pre-paid leave and break profile,"while creating a leave and break profile, choose the prepaid option and fill in hte required details "
i want to create an accrual leave and break profile,while creating a leave and break profile choose the accrual leave option and fill in the required details
i want to switch leave and break profile from prepaid to accrual,while editing a leave and break profile choose accrual radio button then press save
i want to switch my prepaid leave and break profile from monthly to annually,while editing the leave and break profile choose the desired  add leave balance
i want to allow weekly payments for my office,while editing your office choose the applicable payments intervals then press save
i want to create a new bonus for multiple employees at the same time,"Navigate to the financials section and choose the bonus tab then press the import bonus form button to download the form, after filling it, upload it and press save"
i want to enable weekly payments for an office,"while editing an office, navigate and check the weekly payment checkbox "
i want to change my roaster password,while editing an office navigate and press the reset password button to reset your office password
i want to add locations in my office,while editing an office navigate and select the add location button
I want to change office country,"while editing an office, navigate and change the country in country dropdown menu"
i want to change start of the year for an office,"while editing an office, navigate and press the edit button for first month of the year field "
i want to change the start of month for an office,while editing an office navigate and press the edit button for the month start day field
i want to prorate the my office leaves,while editing an office navigate and choose the leaves proration option
i want to prorate my office permissions,while editing an office navigate and choose the permissions option
i want to prorate my office salary,"while editing an office, navigate and choose the salary proration option"
i want to change my office address,"while editing an office, navigate and choose the address field and change the address to the desired address"
i want to change my office timezone,while editing an office navigate and change the timezone from the timezone dropdown menu
i want to delete an office,navigate to the settings section and choose the office and workplaces tab then press the delete button for the desired office
i want to create a workplace,navigate to the settings section and choose the offices and workplaces then choose workplaces option and press the add new button
i want to change my office language,"while editing an office, navigate and choose a language from the language dropdown menu"
i want to create a bonus for multiple employees at the same time,"navigate to the financials section and choose the bonus tab then choose the import bonus button, after downloading the form and filling it, upload it and press save"
i want to create a new break policy for  employees,"while editing a work timing, navigate and choose break options from the breaks tab then choose the desired settings"
i want to create a new break setting for employees,"while editing leave and break profile, navigate and choose the break settings tab and change the desired settings"
i want to submit payment for an employee,navigate to the financials section and choose the payroll tab then select the employee and press submit payment button
i want to submit payment for multiple employees at the same time,navigate to the financials section and choose the payroll tab then choose the desired employees and press the submit payment button
i want to roll back payment for an employee,navigate to the financials section and choose payroll tab then select the paid tab and choose the desired employee then press the rollback button
i want to delete a department,navigate to the settings section and choose the departments tab then navigate to the desired department and press the delete button
i want to delete a position,navigate to the settings section and choose the positions tab then navigate to the desired position to be deleted and press the delete button
i want to accept employees requests in bulk,navigate to the requests section and choose the requests tab hen choose the desired requests and press accept button
i want to reject employee requests in bulk,navigate to the requests section and choose the  requests tab then select the desired requests and press the reject button
i want to view  my company taxes,navigate to the settings section and choose the taxes tab to view the desired taxes
i want to create a new taxes regulation,navigate to the settings section and choose the taxes tab then press the add new button and fill in the required details
i want to edit a taxes regulation,navigate to the settings section and choose the taxes tab then press the edit button for the desired taxes regulation
i want to export my  penalties,navigate to the attendance section and choose  the penalties tab then press the export button
i want to delete an attendance profile,navigate to the settings section and choose the attendance profile tab then press the delete button for the desired attendance profile
i want to archive an attendance profile,navigate to the settings section then choose the attendance profile tab and navigate to the desired attendance profile then press the archive button
how to add a new location on mawared HR,"Navigate to the settings tab then choose the desired office /workplace you wish to add a new location to, scroll down the locations field and press the plus sign button to open the add new location form which requires location name, maximum distance of the location in meters, longitude and latitude and the address, after that press the save button to ad dthe new location "
how to add new shift to the employee,"Navigate to attendance tab and select the work calendar sub-tab then press the plan new fixed schedule to open the schedule form, 
in the new work schedule page, add the date you want this schedule to be applied from, the desired work group(s) the schedule will be applied on, the start date of the schedule, specific employees and/or workteams in the work schedule, the number of days in the cycle and how many days to break into, then press the draw button, after that you can press on individual rectangles to edit the shifts in each day and add the required shift informations such as which worktiming, if half day is allowed, sign in / out locations"
how to move the employee to a new office,"Navigate to the desired employee profile, then press the edit button and change the office to the desired office and then press save ,ensure all related information is similar in both offices such as start of month, same country ,etc "
what are request rules ? ,"its a feature that allows managers to create a rule for accepting, rejecting or denying a certain type of requests "
how to create a new request rules ? ,"Navigate to the requests tab then choose the requests rules subtab and press the new rule button to open request rule creation window, then choose the action either ,: accept, reject and deny then choose the request types for the rule to be applied on, then select the department for the rule to be applied on or select individual employees then lastly select the apply start from date and press save to create a new request rule"
whats an office based employee ? ,an office based employee is an employee who is required to sign in according to a sign in configuration thats in the attendance type configuration 
whats a shift based employee ? ,a shift based employee is an employee that has a work schedule and has assigned shifts to them from the work schedule and can have assignments created for them.
how to create a new slary configuration for an employee ? ,"to create a new salay configuration for an employee , navigate to employee profile and then select the salary  configuration tab , then press the add new configuration to open the salary configuration creation window , in the salary configuration window you need to fill importatnt details such as payroll start month , payment interval base salary , allowances , deductibles , taxes , social insurance , medical insurance , one hour of bonus and penalty , overtime and unpaid days amount then press the save button. "
explain the salary configuration and its data in details ,"the salary  configuration has alot of details , which are , payment interval  either monthly or weekly , calculate salary by either fulltime , daily or hourly , there is base salary the defines the base salary for the employee , there are allowances that are added to the gross salary and they are optional , there are deductibles which are deductedfrom the net salary and are also optional , there are social insurance , medical insurance and taxes , there are important values needed such as one day of penalty choose its type from fixed amount , percent of gorss , net or base salary and its amount, there is one day of bonus and it follows the same structure as the one day of penalty , there is one hour of bonus and one hour of penalty ,there is unpaid day amount and daily overtime hour amount and factor"
how do i configure daily overtime for an employee ? ,"first you have to enable overtime for the employees from the worktimings , by navigating to the settings tab then choose the worktimings thats applied on the employee and then in the sign out sub page enable overtime, after that navigate to the salary  configuration for the employee to configure the overtime amount and factor , by navigating to the employee page and selecting the salary configuration sub tab and then pressing edit salary configuration button , and configuring the overtime factor and amount at the very bottom then pressing save ."
how do i configure monthly / weekly overtime for an employee ? ,"navigate to the desired employee then choose the salary configuration subtab and then press edit salary configuration button , scroll down to the bottom and enable calculate overtime for the interval to enable monthly/weekly overtime based on the employee payment interval , then under the monthly/weekly overtime configuration , configure the overtime hours rate , the overtime payment factor , if you want to apply overtime cutoff and if there are overtime limits then add the expected number of workhours .."
whats the difference between internal and external employees ? ,"external emploees salaries are not managed by system and are just displayed in the payroll tab , internal employeesare fully managed by the system and Mawared HR advanced system calculates their base salary and other financial details."
explain the mobile app features ,"mawared HR has a mobile integration , users can login and sign in onto their schedules , make requests , view their details such as penalties , assignments , balance and other employee related details."
how do i sign in on my shift ? ,"using the mobile application , choose the schedule tab , and find the desired shift container then press the sign in button to start the sign in process , provide facial recognition verification if required and location tracking if required by shift."
What is the purpose of the Mawared HR API?,"The Mawared HR API allows you to interact with the HR system to manage employee data, payroll, time and attendance, and more."
Where can I find support for the Mawared HR API?,You can contact the support team at support@mawaredhr.com.
What are the main areas of functionality covered by the API?,"The API covers employee management, time and attendance, and payroll management."
How do I access the Mawared HR API?,You need to use your account's client key and client secret to access the API.
What should I do if I don't have a client key and secret?,"You need to contact your account manager to enable API access, receive a link to the API section, and then choose an environment (testing or production) to generate your key and secret."
What is the name of the login mutation?,The login mutation is named login.
What parameters are required for the login mutation?,The client_key and client_secret are required for the login mutation.
What is returned after a successful login?,An access_token is returned upon successful login.
What is an Attendance Profile?,An Attendance Profile is the configuration of the employee Leave policy and everything related to attendance calculation.
What does an attendance profile configure?,It configures the employee leave policy and everything related to attendance calculation.
What is the purpose of an Attendance Profile?,To define how an employee's leave and attendance are managed and calculated.
Can employees request leaves during their probation period?,"No, employees cannot request leaves during their probation period."
When are employees allowed to request leaves?,Once their probation period ends.
"What does the setting ""Leaves During Probation Period"" determine?",It determines whether employees are allowed to request leaves during their Probation Period or not.
What are Annual Leaves?,Annual Leaves are paid days-off work that the employee must request in advance.
Do employees need to request annual leave in advance?,"Yes, they must request it in advance."
What determines the maximum amount of annual leave an employee can request?,"The ""Number of Leaves Per Year"" setting determines the maximum number of leaves an employee is allowed to request per year."
How do you set the maximum number of annual leaves an employee can request?,"By using the ""Number Of Leaves Per Year"" setting."
"What is ""Employee Must Submit Leave Request Before The Start Of Work Day By"" used for?",This defines the number of hours before the start of the workday an employee needs to submit an annual leave request.
How are weekends and holidays handled when calculating normal leave durations?,"The ""Include Holidays And Weekends When Calculating Normal Leave Durations"" setting determines whether they are included in the calculation."
What is the difference between accrued and annual-based leaves?,"Accrued leaves are earned during the year and added monthly, while annual-based leaves are added at the beginning of each year."
How are accrued leaves added to the employee leave balance?,"They are earned throughout the year and divided by 12 months, then added to the employee's leave balance monthly."
How are annual based leaves added to the employee leave balance?,They are added at the beginning of each year as a full balance.
"What is the purpose of ""Settle End Of Year Annual Leave Balance""?",This setting determines how to handle any remaining annual leave balance at the end of each year.
What are the options for settling the remaining annual leave balance?,"The options include rolling over the balance, zeroing the balance, or converting it to bonus days."
"What does ""Rollover Remaining Balance To Next Year"" do?",It transfers the remaining leave balance to be added to the next year's leave balance.
"What does ""Zero Balance"" do?",It deducts the remaining leave balances so it becomes 0 at the end of the year.
"What does ""Annual Leaves Are Deserved Against"" mean?","It determines whether the number of leave days are divided by the total days of a year or the total number of workdays, holidays, and paid leave."
"What are the two ways the number of leave days are divided in ""Annual Leaves Are Deserved Against""?","They are divided by the total days of a year or the total number of workdays, holidays, and paid leave."
"What is the purpose of ""Rollover Balance Automatically""?",It determines whether the remaining leaves are rolled over automatically or manually.
How can the number of leaves rolled over to the next year be limited?,"By using the ""Set A Maximum Number Of Leaves To Be Rolled Over To Next Year"" setting."
"What is the result of choosing ""Zero Remaining Balance And Convert To Bonus Days""?","All remaining leaves will be converted to bonus days, and the employee leave balance will be 0."
"What does ""Payable At"" determine in the context of converting leave to bonus days?",It determines the month at which the bonus is paid.
What are Sick Leaves?,Sick Leaves are paid days-off work that the employee can request in case of sickness.
What is required when requesting sick leave?,The employee must submit a document to support their claim.
How is the applicability of Sick Leave policy determined for employees?,"The ""Allow Employees To Request Sick Leaves"" setting determines if the Sick Leave Policy is applicable to employees in that profile."
Are weekends and holidays included in calculating sick leave duration?,"The ""Include Holidays And Weekends When Calculating Sick Leave Durations"" setting determines whether they are included in the calculation."
What are Unpaid Leaves?,Unpaid Leaves are days-off work without pay in which employees retain their jobs.
What happens to an employee's salary when they take an unpaid leave day?,Each day taken as unpaid will be deducted from their salary.
How do you enable unpaid leaves for employees within a profile?,"The ""Allow Employees To Request Unpaid Leaves"" setting determines if employees in that profile can request unpaid leaves."
Are weekends and holidays counted in unpaid leave calculations?,"The ""Include Holidays And Weekends When Calculating Unpaid Leave Durations"" setting determines whether they are included in the calculation."
What are Permissions in this context?,Permissions allow employees to request a small portion of the workday off.
"What does ""Minimum Permission Duration"" define?",It defines the minimum number of minutes that can be requested in a day.
"What does ""Maximum No. Of Permission Requests Per Day"" define?",This number indicates how many multiples of minimum number of permission durations can be requested per day.
"What does ""Maximum No. Of Permissions Per Month"" define?",This number indicates how many multiples of minimum number of permission durations can be requested per month.
Can employees take breaks during working hours?,"The ""Allow Employees To Take Breaks"" setting determines whether they are allowed to take a time off during working hours as a break."
"What does ""Number Of Allowed Break Sessions/Day"" specify?",It defines the maximum number of breaks that can be requested per day.
"What is ""Maximum Individual Break Session Duration""?",This is the maximum break duration that can be requested per one session per day.
"What is ""Maximum Break Duration Per Day""?",The total duration allowed for breaks per day.
How are office holidays applied to employees in an attendance profile?,"Using the ""Apply Office Holidays"" setting. When enabled, holidays are applied automatically based on the employee's office."
"What if ""Apply Office Holidays"" is unchecked?","Then holidays must be added or selected manually by using the ""Select Holidays"" setting."
How are manually selected holidays applied?,They are applied to only those employees that belong to that specific attendance profile.
What do Sign In configurations define?,Sign in configurations define work timings that are applicable starting from a specific date.
"What does the ""Allow Employees To Take Half Day"" setting determine?",It determines whether employees are allowed to attend a small portion of the day or not.
How does an attendance profile help in managing payroll?,"By accurately tracking leave and workdays, it helps in calculating correct salaries and deductions."
Can an employee have more than one attendance profile?,no
Who is responsible for configuring the Attendance Profile?,"the employee's manager , buisness partner and account manager"
"If an employee tries to request leave during probation, what would likely happen?","Based on the rule, the request would likely be denied or rejected by the system."
"How does the system automatically enforce the ""no leave during probation"" rule?","the system validates if the user is in probation and if yes , it will not allow user to request leaves "
Can an employee request less than one full day of annual leave?,"yes , an employee can request half days "
What happens if an employee requests annual leave without the required advance notice?,annual leave request will go to the manager normally 
"Why would you use ""Accrued leaves"" instead of ""Annual Based Leaves"" or vice-versa?"," accrued leaves provide a more continuous/progressive increase in leave, while annual based leaves give a full balance from the beginning."
"In what situations would it be beneficial to ""Zero Balance"" at the end of the year?","When a company has a policy that requires employees to use all of their annual leave in a given year, or they are not permitted to roll-over leaves."
"When is it useful to use the ""Set A Maximum Number Of Leaves To Be Rolled Over To Next Year"" setting?",To prevent employees from accumulating excessive leave balances that could negatively affect operations or create large liabilities for the company.
"If leaves are converted to bonus days, are these days paid at the employee's regular salary?",it depends on one day of bonus in employee salary configuration 
"Why is it important to set the ""Payable At"" month for bonus days?",To ensure proper planning for payroll and accounting.
What kind of document is required for sick leave requests?,"The text mentions a document is required, but doesn't specify the type, which would usually be a doctor's note or certificate."
What happens if an employee requests sick leave without the required document?,"The request might be rejected or the leave could be classified as unpaid, but it's not explicitly stated."
Can an employee request a partial sick leave?,The text does not specify if a partial day sick leave is allowed.
What is the benefit of allowing unpaid leave to employees?,"It allows them to take time off without losing their jobs, providing flexibility."
Can an employee request an unpaid leave when they have annual leave balance?,yes
"Why use the ""Minimum Permission Duration"" setting?",To standardize the smallest unit of time employees can take off for a short break.
What is an example of a scenario when an employee might use the permission feature?,For a quick appointment or personal errand during the work day.
"If an employee reaches the maximum number of permissions per day, are they able to request more?","No, the system would likely deny any further requests for that day."
How do breaks differ from permissions?,"Breaks are designated time-off periods within a work shift, while permissions are usually for shorter, more specific instances."
"If ""Maximum Break Duration Per Day"" is reached, can an employee request a permission?","yes , breaks and permissions are two seperate entities "
"What does setting multiple ""Number Of Allowed Break Sessions/Day"" enable?","It allows employees to take multiple smaller breaks, instead of one long one."
Can an employee belonging to a specific office work on a holiday which is not applicable to them but applicable to another office?,No
Why would a company choose to select holidays manually rather than using the office-based holidays feature?,To have more flexibility in applying specific holidays to an attendance profile rather than following the holiday calendar of an employee's office.
"What kind of information is likely included in ""Sign In Configurations""?","Likely includes work start time, end time, and break times."
"Can an employee who doesn't belong to a profile with a specific ""Sign In Configuration"" have this sign in configuration?",unless the user doesnt have an assignmet with that worktiming then no 
What is an example of a situation where an employee might use a half day?,"The text doesn't specify an example, but it would be used to cover partial-day needs, like attending an appointment."
Can an employee use a half day and a leave request on the same day?,no
"What does it mean if ""Employees Need To Sign In At The Start Of Each Work Day"" is enabled?",It means employees are required to record their arrival (sign-in) and departure (sign-out) at the beginning and end of each workday.
"What is the purpose of ""Work Time Type""?",It determines whether the sign-in/out rules are applied to normal workdays or half-days.
"Why is a ""Minimum Sign In Time"" defined?",To specify the earliest time employees are allowed to start their workday and sign in.
"What happens if an employee tries to sign in before the ""Minimum Sign In Time""?","The system would likely reject the sign-in, requiring the employee to wait."
"What is the function of the ""Maximum Sign In Time""?",It is the latest time an employee can sign in without incurring tardiness penalties.
"Why do companies specify ""Number of Working Hour"" for employee profiles?",To define the standard duration an employee is expected to work daily.
"What is the purpose of the ""Employee Can Sign In As Early As"" setting?","This allows employees to sign in before the designated ""Minimum Sign In Time,"" but there are no penalties if they come early"
What is a Tardiness Policy?,It's a set of rules defining when an employee is considered late and what penalties may apply.
"What happens if ""Apply Penalty If Employee Is Late"" is disabled?",Late arrivals will not trigger any penalties.
"What is a ""Minor Penalty"" in the context of tardiness?","It's a smaller penalty applied to employees who arrive late but within a grace period after the ""Maximum Sign In Time""."
"What is a ""Major Penalty"" in the context of tardiness?",It's a larger penalty applied to employees who arrive late even after the grace period for a minor penalty.
When is a major penalty applied?,When employees attend after the allowed sign in time and after the minor penalty range.
"What are ""Violations"" in the context of sign in/out?",They are instances of breaking the defined sign-in/sign-out rules.
What are penalties?,They are deductions applied from an employee’s leave balance or salary when an employee violates sign-in rules.
"What are the two options for where tardiness penalties can be ""Deducted From""?",From the employee's annual leave balance or their salary.
"Why is it useful to ""Restart Calculating Penalties From The First Violation Every"" month or year?","This resets the penalty escalation, preventing accumulated large deductions over long periods."
"What happens when an employee is considered ""Absent"" due to tardiness?",The employee has signed in after the major penalty timeframe and is now considered absent.
"What triggers a ""No Show Deduction""?",When an employee does not attend work without requesting a leave.
"Why is a separate penalty for ""No Show"" useful?",To address the absence of employees who don't report for work or provide notice.
"If penalties are deducted from an annual leave balance, can an employee go to a negative balance?",This is not clarified in the text. It depends on system configuration.
"What are ""Sign Out"" guidelines designed to do?",They are guidelines related to employees leaving the workplace at the end of the workday.
"What is meant by ""Allow Early Sign Out""?",It means that employees are allowed to sign out early before the end of working hours without being considered absent.
"If ""Allow Early Sign Out"" is disabled, what happens if an employee leaves before their assigned work time?","They may be considered absent or may have penalties, as per settings."
Can penalties for early sign out be different from penalties for late sign in?,"Yes, as they are controlled separately in this system."
"What does ""Consider Absent If Employee Works Less Than"" define?",It determines the minimum number of working hours an employee needs to complete to be considered present and not absent.
Why would a system automatically sign out employees?,"To address cases where employees forget to sign out, ensuring the system has an accurate end-of-day record without penalties."
"What's the purpose of setting an ""Automatically Sign Employees Out At"" time?","It provides a fallback if employees fail to sign out, preventing inaccurate attendance records."
"If an employee is automatically signed out, is it considered a violation?","No, these automatic sign-outs are usually without penalties."
"What is the function of ""Apply Penalty If Employee Misses Signing Out""?",To ensure employees remember to sign out at the end of the workday.
"If an employee misses signing out and a penalty applies, can they also receive a no show deduction?","Based on the text, no, as no show deductions are only for the absences without prior notice, if an employee misses the sign out but attended that day, this would not apply."
What is Overtime?,Additional time worked after the normal working hours.
"What does ""Allow Overtime"" determine?",It determines whether overtime is applicable for employees in a specific profile.
When does overtime calculation begin?,"It begins after the calculated sign-out time, as defined by ""Calculate Overtime After Calculated Sign Out Time By."""
"What is the purpose of ""Apply Overtime Limits""?",To ensure that there is a limit to how many additional work hours are considered when calculating overtime.
"What is the difference between ""Max. Overtime Hours Per Day"" and ""Max. Overtime Hours Per Month""?","The first is a daily limit on overtime, while the second is a monthly one."
"If an employee works more than the ""Max. Overtime Hours Per Day"", what happens?","Only the hours up to the maximum will be calculated when calculating overtime, the rest is not considered."
"What is the main function of ""Apply Sign In With Facial Recognition""?","To require employees to use facial recognition for signing in, to verify their identity."
"Why is ""Apply Facial Recognition On Employees Working Remotely"" a separate setting?","To specify if facial recognition is mandatory for remote employees, since they are not signing in at a designated workplace."
Why is location-based sign-in important?,It verifies that employees are signing in from an authorized location (like an office).
"How does ""Allow Employee To Sign In From Any Location"" impact signing in?",It allows employees to sign in regardless of their location.
"If ""Allow Sign In From Office IP Address"" is enabled, what is required for an employee to sign in?",The employee must be connected to the office network to successfully sign-in.
"What does ""Allow Sign In From Office Location"" likely require?",That the employee's device is within the office's designated geographic boundary to sign-in.
"What does ""Allow Custom Locations In Employee Profile"" let employees do?",It lets them sign in from locations specifically saved in their profiles.
"If ""Apply Sign Out Same As Sign In"" is enabled, how are employees allowed to sign out?","Employees must use the same rules used for signing in, to sign out."
"What does ""Send A Sign Out Reminder"" do?","It prompts employees to sign out, helping them avoid penalties for missed sign-outs."
What is the primary purpose of the Asset Management module?,"To track, manage, and maintain physical and digital assets assigned to employees."
What kind of assets can be managed using this module?,"Physical items like laptops, phones, office furniture, as well as digital items like software licenses."
What are the key benefits of using the Asset Management module?,"It provides a clear view of asset allocation, usage, and maintenance needs."
What are the four main attributes required when creating a company asset?,"Name, Type, Brand, and Model."
Can a company asset have multiple units?,"Yes, each company asset can have multiple units."
Do all units of a company asset need to have identical main attributes?,"Yes, all units will have the same Name, Type, Brand, and Model as their parent asset."
Can a company asset be created without units initially?,"Yes, a company asset can be created empty and units can be added later."
"Besides the four main attributes, what other information is shown in the company assets list?","The number of units available in storage, the number assigned to employees, and the number scrapped."
Is a description field mandatory when creating a company asset?,"No, it is optional."
"What is the difference between a ""Serialized"" and ""Non-Serialized"" asset?","Serialized assets require unique serial numbers for each unit, while Non-Serialized ones do not."
What information is required when creating a unit of a serialized asset?,The user must provide a unique serial number for each unit.
What information is required when creating a unit of a non-serialized asset?,The user only needs to specify the number of units.
Is it possible to add units to a company asset after it is already created?,"Yes, the user can add units to an asset after creation."
"When adding a unit to a serialized asset, what information must the user provide?","The user must provide a unique serial number, and choose a company storage for this unit."
Which attributes of a company asset can be edited after creation?,"Only the four main attributes: Name, Type, Brand, and Model."
Can the number of units for a company asset be edited directly?,"No, the text does not specify this, and based on the text, the number of units is updated based on the serial numbers and storage."
"What should the ""Units"" field accept?","The Units field should only accept positive numbers, and should not accept zero."
Can each serial number of a unit from a specific asset be identical?,"No, each serial number of a specific unit should be unique based on the asset level."
Where can you see a detailed breakdown of assigned assets and storage levels?,"In a detailed list, which shows which assets are assigned to employees, how many units are in storage, and how many are scrapped."
What is the purpose of Asset Types?,"To categorize assets, and is one of the four main required attributes when creating a company asset."
What information is required to create a new Asset Type?,Only a name is required.
Can Asset Types be edited?,"Yes, Asset Types can be edited at any time"
Under what condition can an Asset Type be deleted?,An asset type cannot be deleted if it is currently assigned to any asset.
What is the purpose of a Storage Location?,It represents a physical or digital storage space where unassigned asset units are kept.
What information is required when creating a Storage Location?,It must have a name and an address.
Can Storage Locations be edited?,"Yes, they can be edited at any time."
When can a Storage Location not be deleted?,If it has any units stored within it.
Is it possible to move asset units from one storage location to another?,"Yes, units can be transferred from one storage to another."
What happens when units are deleted from a Storage Location?,They are removed completely and are not transferred or scrapped.
What can be viewed in storage?,Assets and serial numbers of units stored in a storage can be viewed.
"What are ""Scrapped Assets""?",They are units that have been decommissioned because they are damaged or obsolete.
Can scrapped assets be assigned to employees?,"No, scrapped units cannot be assigned to employees"
What happens if a scrapped unit becomes usable again?,Users can move it back to a storage location for potential assignment to employees.
"When assigning a unit from a serialized asset, what information is required?",The user must choose the storage location and the specific serial number of the unit.
What determines the available storage locations in the storage dropdown when assigning an asset?,Only the storage locations that have the selected assets are displayed in the dropdown menu.
What determines the serial numbers displayed in the serial numbers dropdown when assigning an asset?,Only the serial numbers of the units available in the selected storage are displayed
Can multiple units be assigned to the same employee?,"Yes, multiple units can be assigned to the same employee."
Should business partners be displayed in the employees' dropdown list in the assigning window?,"No, business partners should not be displayed."
Is an attachments field mandatory during assigning?,"No, it is optional."
What information is required when retrieving a unit from an employee?,The storage location to store the unit is required.
What happens if the selected employee has no assigned units?,The assets and storage fields should not be displayed.
What restriction applies to deleting or suspending employees with assigned assets?,An employee can't be deleted or suspended if they have an asset assigned to them.
